Kg_Fuel;Outer Tank LH X-arm;Outer Tank LH Y-arm;Moment_X_OLH;Moment_Y_OLH;Outer Tank RH X-arm;Outer Tank RH Y-arm;Moment_X_ORH;Moment_Y_ORH
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
2865;38,457;24,82675;110179,305;70756,2375;38,457;-19,95325;110179,305;-56866,7625
